"","Cust_id","Annual_Income_Lacs","Twitter User","Number of Vehicles","Gender","Married","Daily hours of work","Affluent_Lifestyle","No of Dependents","Urban_residence","Social","Outstation_Travel_last_year"
"8603",9838,28.7,0,5,0,1,5,1,6,0,1,7
"8604",2664,28.8,0,3,0,1,6,0,4,0,1,9
"8605",480,29.1,0,4,0,1,6,0,3,0,1,9
"8606",3368,29.5,0,3,0,1,5,0,2,0,1,4
"8607",10610,29.7,0,3,0,1,6,1,6,0,1,9
"8608",4242,0.4,0,1,0,1,6,0,5,0,1,5
"8609",8828,0.6,0,4,0,1,6,1,6,0,1,8
"8610",8645,1.3,0,5,0,1,8,1,1,0,1,3
"8611",510,1.9,0,1,0,1,6,0,2,0,1,1
"8612",6903,2.5,0,5,0,1,5,1,7,0,1,3
"8613",666,2.8,0,5,0,1,8,0,2,0,1,7
"8614",7196,3.5,0,5,0,1,5,1,2,0,1,1
"8615",2157,3.6,0,3,0,1,7,0,5,0,1,0
"8616",9377,3.6,0,5,0,1,7,1,4,0,1,4
"8617",166,3.7,0,5,0,1,6,0,7,0,1,3
"8618",6850,3.9,0,4,0,1,6,1,1,0,1,7
"8619",8800,4.3,0,1,0,1,8,1,5,0,1,3
"8620",8304,4.3,0,3,0,1,6,1,4,0,1,2
"8621",842,4.4,0,1,0,1,8,0,7,0,1,7
"8622",4548,4.8,0,5,0,1,6,0,5,0,1,6
"8623",3756,5,0,3,0,1,7,0,4,0,1,1
"8624",10470,5.5,0,5,0,1,5,1,4,0,1,4
"8625",6540,6.1,0,5,0,1,5,1,8,0,1,9
"8626",2350,6.6,0,5,0,1,6,0,3,0,1,2
"8627",10351,6.8,0,3,0,1,7,1,1,0,1,1
"8628",4236,7.4,0,1,0,1,6,0,8,0,1,0
"8629",1638,8.2,0,3,0,1,7,0,4,0,1,2
"8630",6662,8.3,0,1,0,1,7,1,4,0,1,8
"8631",6637,8.6,0,4,0,1,8,1,6,0,1,3
"8632",10131,8.7,0,4,0,1,7,1,2,0,1,2
"8633",9588,8.7,0,4,0,1,5,1,2,0,1,1
"8634",3714,8.8,0,2,0,1,8,0,2,0,1,8
"8635",9484,8.8,0,3,0,1,8,1,6,0,1,2
"8636",7904,8.9,0,5,0,1,5,1,5,0,1,9
"8637",3149,9.3,0,2,0,1,5,0,3,0,1,2
"8638",870,9.4,0,1,0,1,8,0,2,0,1,7
"8639",7641,9.6,0,3,0,1,7,1,7,0,1,3
"8640",8912,9.8,0,1,0,1,7,1,4,0,1,5
"8641",2112,9.9,0,3,0,1,8,0,4,0,1,2
"8642",9174,10.1,0,1,0,1,5,1,4,0,1,2
"8643",2442,10.3,0,5,0,1,5,0,7,0,1,8
"8644",9344,10.3,0,1,0,1,5,1,5,0,1,2
"8645",9603,11.1,0,2,0,1,5,1,1,0,1,0
"8646",9133,11.2,0,2,0,1,6,1,1,0,1,2
"8647",3524,11.3,0,4,0,1,6,0,5,0,1,1
"8648",7900,11.8,0,3,0,1,5,1,7,0,1,4
"8649",3658,11.9,0,2,0,1,8,0,6,0,1,7
"8650",808,13.8,0,3,0,1,5,0,4,0,1,10
"8651",1232,14.3,0,3,0,1,6,0,5,0,1,4
"8652",8116,14.5,0,1,0,1,5,1,8,0,1,10
"8653",9958,15.4,0,1,0,1,8,1,2,0,1,1
"8654",3794,15.5,0,5,0,1,6,0,4,0,1,4
"8655",5473,16.1,0,5,0,1,5,1,6,0,1,3
"8656",2244,16.8,0,4,0,1,5,0,4,0,1,3
"8657",7513,17.2,0,2,0,1,5,1,6,0,1,4
"8658",2990,17.8,0,3,0,1,6,0,6,0,1,1
"8659",1112,18,0,4,0,1,5,0,7,0,1,1
"8660",5252,18,0,4,0,1,5,0,2,0,1,8
"8661",4664,18.1,0,4,0,1,5,0,5,0,1,7
"8662",7492,18.3,0,1,0,1,7,1,3,0,1,10
"8663",10795,18.6,0,5,0,1,5,1,7,0,1,1
"8664",6932,18.7,0,3,0,1,6,1,7,0,1,7
"8665",1890,18.9,0,1,0,1,6,0,8,0,1,0
"8666",314,19.2,0,1,0,1,8,0,4,0,1,5
"8667",7359,19.3,0,4,0,1,8,1,3,0,1,3
"8668",10866,19.5,0,3,0,1,6,1,1,0,1,10
"8669",8087,19.5,0,4,0,1,5,1,4,0,1,3
"8670",9016,20,0,4,0,1,7,1,3,0,1,0
"8671",6539,20.7,0,3,0,1,7,1,2,0,1,4
"8672",7318,20.8,0,2,0,1,6,1,2,0,1,10
"8673",866,21.1,0,4,0,1,8,0,6,0,1,2
"8674",6334,21.3,0,4,0,1,6,1,7,0,1,9
"8675",10512,21.6,0,5,0,1,7,1,5,0,1,6
"8676",4496,22.1,0,5,0,1,8,0,3,0,1,3
"8677",8833,22.3,0,3,0,1,5,1,8,0,1,0
"8678",5534,23,0,3,0,1,5,1,4,0,1,10
"8679",9494,23.2,0,5,0,1,7,1,2,0,1,9
"8680",3491,23.2,0,1,0,1,5,0,8,0,1,2
"8681",9491,24.9,0,3,0,1,7,1,1,0,1,0
"8682",5784,25,0,3,0,1,7,1,3,0,1,7
"8683",3718,25.8,0,4,0,1,7,0,3,0,1,1
"8684",8409,25.8,0,3,0,1,6,1,7,0,1,0
"8685",340,26.1,0,5,0,1,8,0,7,0,1,6
"8686",4322,26.4,0,3,0,1,7,0,5,0,1,1
"8687",2259,26.7,0,5,0,1,7,0,4,0,1,1
"8688",1634,27.3,0,3,0,1,8,0,7,0,1,8
"8689",2317,27.3,0,1,0,1,5,0,7,0,1,2
"8690",2578,27.5,0,1,0,1,8,0,6,0,1,7
"8691",5712,27.5,0,3,0,1,7,1,3,0,1,8
"8692",10764,27.7,0,5,0,1,6,1,2,0,1,3
"8693",4538,27.9,0,5,0,1,5,0,8,0,1,9
"8694",2326,28.5,0,2,0,1,8,0,5,0,1,7
"8695",1682,28.8,0,2,0,1,7,0,1,0,1,2
"8696",1286,29.3,0,4,0,1,8,0,4,0,1,8
"8697",9176,29.4,0,5,0,1,6,1,7,0,1,4
"8698",8843,29.8,0,2,0,1,8,1,4,0,1,3
"8699",7672,0.8,0,2,0,1,7,1,3,0,1,8
"8700",1529,0.9,0,3,0,1,5,0,7,0,1,0
"8701",7520,1.2,0,5,0,1,6,1,8,0,1,5
"8702",701,2,0,1,0,1,6,0,5,0,1,4
"8703",8512,2.2,0,5,0,1,6,1,7,0,1,6
"8704",143,2.2,0,2,0,1,8,0,7,0,1,3
"8705",5598,3,0,4,0,1,5,1,1,0,1,6
"8706",5215,3.7,0,2,0,1,7,0,4,0,1,1
"8707",9266,3.7,0,4,0,1,6,1,8,0,1,10
"8708",4788,4,0,5,0,1,5,0,4,0,1,8
"8709",8194,4.1,0,3,0,1,5,1,6,0,1,3
"8710",9339,4.4,0,1,0,1,6,1,8,0,1,4
"8711",6924,4.6,0,2,0,1,5,1,2,0,1,1
"8712",4431,4.6,0,1,0,1,5,0,1,0,1,2
"8713",988,5,0,1,0,1,6,0,1,0,1,1
"8714",3677,5.1,0,1,0,1,6,0,1,0,1,3
"8715",7802,5.2,0,5,0,1,7,1,6,0,1,10
"8716",7224,5.3,0,3,0,1,7,1,7,0,1,5
"8717",10330,5.3,0,3,0,1,6,1,7,0,1,9
"8718",6849,6.6,0,2,0,1,6,1,2,0,1,4
"8719",9628,6.8,0,4,0,1,6,1,6,0,1,9
"8720",6817,6.8,0,3,0,1,5,1,4,0,1,4
"8721",9390,7,0,3,0,1,6,1,2,0,1,5
"8722",713,7,0,5,0,1,7,0,6,0,1,2
"8723",7600,7.1,0,2,0,1,7,1,7,0,1,4
"8724",3740,7.1,0,5,0,1,5,0,3,0,1,6
"8725",3386,7.5,0,4,0,1,7,0,6,0,1,1
"8726",2190,7.5,0,4,0,1,5,0,7,0,1,7
"8727",213,8.2,0,5,0,1,5,0,4,0,1,0
"8728",6813,9.2,0,1,0,1,8,1,7,0,1,0
"8729",6199,9.3,0,1,0,1,8,1,4,0,1,1
"8730",6011,9.4,0,2,0,1,6,1,3,0,1,1
"8731",4984,9.5,0,5,0,1,5,0,8,0,1,1
"8732",173,9.6,0,4,0,1,5,0,7,0,1,3
"8733",5190,10,0,3,0,1,7,0,6,0,1,0
"8734",2870,10.2,0,5,0,1,7,0,4,0,1,5
"8735",2797,10.6,0,2,0,1,5,0,1,0,1,0
"8736",6584,10.8,0,2,0,1,7,1,1,0,1,1
"8737",2787,10.9,0,1,0,1,5,0,4,0,1,0
"8738",3788,11.1,0,2,0,1,6,0,1,0,1,2
"8739",4800,11.2,0,5,0,1,6,0,1,0,1,6
"8740",1606,11.6,0,5,0,1,5,0,2,0,1,2
"8741",10020,11.7,0,2,0,1,6,1,5,0,1,1
"8742",5150,11.8,0,2,0,1,5,0,8,0,1,8
"8743",3857,11.8,0,5,0,1,5,0,3,0,1,1
"8744",5460,11.8,0,4,0,1,6,1,3,0,1,9
"8745",6605,12.4,0,1,0,1,7,1,4,0,1,3
"8746",7551,12.7,0,5,0,1,7,1,3,0,1,4
"8747",1584,12.9,0,3,0,1,6,0,1,0,1,1
"8748",9999,13.3,0,1,0,1,5,1,6,0,1,4
"8749",1302,13.4,0,1,0,1,8,0,8,0,1,4
"8750",6462,13.8,0,3,0,1,5,1,1,0,1,5
"8751",6995,13.9,0,4,0,1,7,1,8,0,1,2
"8752",5662,14.6,0,1,0,1,5,1,1,0,1,0
"8753",7519,15.6,0,5,0,1,8,1,8,0,1,3
"8754",3228,15.9,0,4,0,1,7,0,2,0,1,7
"8755",5922,16.2,0,3,0,1,8,1,8,0,1,1
"8756",10840,16.6,0,5,0,1,7,1,2,0,1,3
"8757",4951,16.6,0,3,0,1,8,0,4,0,1,3
"8758",5678,16.6,0,5,0,1,7,1,1,0,1,7
"8759",9206,16.9,0,3,0,1,8,1,1,0,1,6
"8760",6367,17.1,0,5,0,1,5,1,2,0,1,2
"8761",5796,17.6,0,5,0,1,8,1,6,0,1,3
"8762",3176,17.7,0,3,0,1,7,0,5,0,1,7
"8763",1210,18.2,0,3,0,1,6,0,5,0,1,10
"8764",39,18.7,0,4,0,1,6,0,8,0,1,4
"8765",7508,19,0,1,0,1,8,1,8,0,1,5
"8766",4488,19.3,0,3,0,1,6,0,5,0,1,1
"8767",6762,19.7,0,3,0,1,5,1,1,0,1,8
"8768",4420,19.9,0,2,0,1,6,0,3,0,1,4
"8769",6295,20,0,1,0,1,7,1,5,0,1,3
"8770",1861,20.1,0,1,0,1,6,0,6,0,1,2
"8771",1897,20.1,0,5,0,1,8,0,5,0,1,1
"8772",4105,20.1,0,1,0,1,6,0,1,0,1,1
"8773",5609,20.3,0,4,0,1,6,1,4,0,1,4
"8774",8868,21.5,0,4,0,1,6,1,7,0,1,3
"8775",6304,21.7,0,2,0,1,8,1,1,0,1,3
"8776",2757,22.1,0,1,0,1,6,0,6,0,1,1
"8777",2225,22.9,0,1,0,1,5,0,5,0,1,2
"8778",10009,23.1,0,1,0,1,6,1,5,0,1,0
"8779",2409,23.5,0,1,0,1,8,0,4,0,1,3
"8780",7094,24.6,0,2,0,1,6,1,2,0,1,10
"8781",679,24.8,0,5,0,1,5,0,2,0,1,4
"8782",2537,24.8,0,1,0,1,6,0,4,0,1,2
"8783",6532,25,0,2,0,1,7,1,5,0,1,5
"8784",7828,25.3,0,3,0,1,6,1,2,0,1,6
"8785",8482,25.7,0,1,0,1,7,1,8,0,1,9
"8786",8066,25.7,0,1,0,1,6,1,8,0,1,1
"8787",4747,26.2,0,3,0,1,7,0,6,0,1,2
"8788",4058,26.5,0,3,0,1,5,0,3,0,1,2
"8789",3172,26.6,0,3,0,1,5,0,6,0,1,9
"8790",5088,26.7,0,1,0,1,5,0,3,0,1,4
"8791",5352,27,0,4,0,1,7,0,3,0,1,5
"8792",1244,27.8,0,2,0,1,7,0,5,0,1,5
"8793",7622,28.1,0,2,0,1,5,1,6,0,1,3
"8794",10661,28.2,0,4,0,1,7,1,5,0,1,3
"8795",2146,28.4,0,1,0,1,6,0,2,0,1,9
"8796",4258,28.9,0,5,0,1,7,0,4,0,1,0
"8797",8251,29.5,0,3,0,1,8,1,7,0,1,4
"8798",5241,29.5,0,2,0,1,7,0,1,0,1,3
"8799",670,29.8,0,5,0,1,5,0,1,0,1,2
"8800",4766,0.2,0,4,0,1,5,0,8,0,1,4
"8801",2752,0.6,0,5,0,1,5,0,5,0,1,10
"8802",184,0.7,0,5,0,1,5,0,3,0,1,0
"8803",6928,0.9,0,5,0,1,7,1,4,0,1,10
"8804",2812,1,0,3,0,1,7,0,3,0,1,0
"8805",2212,1,0,2,0,1,8,0,2,0,1,3
"8806",3504,1.1,0,1,0,1,8,0,4,0,1,1
"8807",6798,1.2,0,5,0,1,7,1,6,0,1,0
"8808",4950,1.2,0,2,0,1,5,0,7,0,1,0
"8809",8154,1.8,0,4,0,1,8,1,2,0,1,4
"8810",502,1.9,0,2,0,1,5,0,1,0,1,2
"8811",4067,2.3,0,4,0,1,5,0,6,0,1,4
"8812",6246,2.6,0,3,0,1,8,1,7,0,1,8
"8813",9114,2.8,0,3,0,1,6,1,6,0,1,6
"8814",1258,3,0,2,0,1,6,0,6,0,1,7
"8815",3634,3.2,0,1,0,1,7,0,4,0,1,1
"8816",10254,3.7,0,1,0,1,8,1,8,0,1,9
"8817",9950,3.9,0,4,0,1,5,1,8,0,1,6
"8818",21,3.9,0,3,0,1,6,0,2,0,1,3
"8819",8308,4.3,0,1,0,1,6,1,3,0,1,7
"8820",191,4.4,0,4,0,1,6,0,6,0,1,0
"8821",4143,4.4,0,3,0,1,5,0,1,0,1,4
"8822",320,4.6,0,2,0,1,7,0,2,0,1,1
"8823",4176,4.8,0,4,0,1,6,0,5,0,1,9
"8824",8506,4.8,0,2,0,1,6,1,6,0,1,9
"8825",4186,5.1,0,1,0,1,5,0,2,0,1,0
"8826",10616,5.3,0,4,0,1,6,1,2,0,1,7
"8827",1359,5.4,0,2,0,1,8,0,6,0,1,2
"8828",5754,5.5,0,2,0,1,7,1,1,0,1,8
"8829",6512,5.6,0,3,0,1,6,1,3,0,1,9
"8830",5634,5.7,0,2,0,1,8,1,4,0,1,1
"8831",8632,6,0,4,0,1,5,1,1,0,1,2
"8832",2093,6.8,0,1,0,1,5,0,7,0,1,1
"8833",5240,6.8,0,3,0,1,7,0,3,0,1,0
"8834",728,7.3,0,2,0,1,6,0,1,0,1,6
"8835",10750,7.9,0,4,0,1,5,1,8,0,1,0
"8836",3476,8.2,0,3,0,1,7,0,5,0,1,2
"8837",6110,8.4,0,5,0,1,5,1,5,0,1,9
"8838",30,9.2,0,1,0,1,7,0,6,0,1,7
"8839",1853,9.5,0,3,0,1,5,0,1,0,1,0
"8840",5521,9.5,0,3,0,1,5,1,8,0,1,3
"8841",5794,9.7,0,1,0,1,7,1,5,0,1,10
"8842",44,10,0,5,0,1,6,0,6,0,1,3
"8843",9718,10.5,0,1,0,1,5,1,8,0,1,7
"8844",3762,11,0,5,0,1,5,0,5,0,1,1
"8845",7808,11.2,0,1,0,1,5,1,7,0,1,9
"8846",10172,11.4,0,4,0,1,5,1,7,0,1,4
"8847",4344,11.4,0,3,0,1,5,0,8,0,1,2
"8848",2648,12.1,0,2,0,1,7,0,5,0,1,8
"8849",5004,12.5,0,1,0,1,5,0,1,0,1,8
"8850",5946,12.5,0,4,0,1,5,1,7,0,1,5
"8851",3487,12.6,0,2,0,1,7,0,1,0,1,1
"8852",9720,12.9,0,2,0,1,5,1,8,0,1,7
"8853",2194,13,0,4,0,1,5,0,3,0,1,5
"8854",5178,13.2,0,3,0,1,7,0,5,0,1,1
"8855",10216,13.4,0,5,0,1,6,1,3,0,1,4
"8856",1998,13.8,0,4,0,1,7,0,2,0,1,1
"8857",5894,13.9,0,5,0,1,5,1,7,0,1,5
"8858",3484,14.1,0,1,0,1,7,0,2,0,1,0
"8859",7119,14.3,0,3,0,1,8,1,4,0,1,0
"8860",8156,14.8,0,2,0,1,6,1,3,0,1,2
"8861",8682,14.9,0,1,0,1,8,1,4,0,1,5
"8862",9144,15.4,0,5,0,1,7,1,2,0,1,2
"8863",6966,15.5,0,3,0,1,7,1,3,0,1,7
"8864",7264,15.9,0,1,0,1,7,1,4,0,1,5
"8865",8982,15.9,0,1,0,1,6,1,4,0,1,0
"8866",4570,16,0,4,0,1,8,0,8,0,1,6
"8867",272,16.2,0,1,0,1,7,0,7,0,1,2
"8868",5454,16.3,0,1,0,1,6,1,2,0,1,4
"8869",4616,16.7,0,2,0,1,8,0,4,0,1,9
"8870",2238,16.9,0,2,0,1,6,0,1,0,1,8
"8871",2186,17,0,1,0,1,8,0,2,0,1,1
"8872",6411,17.3,0,3,0,1,7,1,2,0,1,2
"8873",9083,18.1,0,4,0,1,6,1,2,0,1,0
"8874",811,18.2,0,4,0,1,8,0,2,0,1,1
"8875",3405,18.5,0,5,0,1,5,0,5,0,1,4
"8876",6018,18.7,0,3,0,1,6,1,2,0,1,3
"8877",5183,19.2,0,5,0,1,6,0,3,0,1,2
"8878",10454,19.8,0,1,0,1,7,1,5,0,1,4
"8879",9153,20,0,3,0,1,8,1,6,0,1,4
"8880",3946,20.6,0,3,0,1,5,0,7,0,1,8
"8881",2766,21,0,2,0,1,7,0,5,0,1,7
"8882",8709,21.1,0,5,0,1,5,1,6,0,1,0
"8883",1814,21.2,0,1,0,1,5,0,8,0,1,4
"8884",2462,21.9,0,3,0,1,6,0,5,0,1,10
"8885",8539,22.1,0,3,0,1,7,1,8,0,1,4
"8886",4793,22.4,0,4,0,1,6,0,7,0,1,0
"8887",10766,22.8,0,3,0,1,8,1,4,0,1,3
"8888",10401,22.8,0,2,0,1,6,1,8,0,1,4
"8889",10514,22.9,0,4,0,1,5,1,1,0,1,7
"8890",9169,22.9,0,4,0,1,7,1,6,0,1,2
"8891",1083,23.1,0,2,0,1,8,0,6,0,1,4
"8892",6338,23.3,0,4,0,1,8,1,6,0,1,3
"8893",4082,23.9,0,5,0,1,7,0,8,0,1,3
"8894",847,24.2,0,5,0,1,8,0,2,0,1,2
"8895",3094,24.9,0,4,0,1,8,0,2,0,1,5
"8896",6923,24.9,0,4,0,1,5,1,6,0,1,0
"8897",6021,24.9,0,1,0,1,7,1,8,0,1,3
"8898",7725,25.5,0,3,0,1,7,1,8,0,1,1
"8899",6996,25.6,0,3,0,1,5,1,4,0,1,3
"8900",6089,26,0,2,0,1,6,1,6,0,1,3
"8901",9097,26.3,0,4,0,1,6,1,4,0,1,1
"8902",3673,26.6,0,2,0,1,7,0,3,0,1,3
"8903",7598,27.2,0,3,0,1,5,1,5,0,1,5
"8904",8350,27.3,0,3,0,1,7,1,7,0,1,2
"8905",23,27.6,0,2,0,1,5,0,4,0,1,4
"8906",1268,27.7,0,1,0,1,7,0,8,0,1,8
"8907",5530,27.9,0,1,0,1,7,1,4,0,1,8
"8908",7591,28,0,5,0,1,7,1,6,0,1,4
"8909",4191,28.4,0,5,0,1,7,0,1,0,1,0
"8910",9572,28.5,0,2,0,1,5,1,1,0,1,6
"8911",8702,28.8,0,2,0,1,8,1,4,0,1,7
"8912",3084,29,0,4,0,1,5,0,7,0,1,5
"8913",2541,29.1,0,1,0,1,6,0,5,0,1,2
"8914",7104,29.1,0,1,0,1,6,1,6,0,1,5
"8915",1131,29.2,0,4,0,1,8,0,2,0,1,3
"8916",4612,29.3,0,2,0,1,6,0,7,0,1,0
"8917",7837,29.4,0,2,0,1,6,1,4,0,1,4
"8918",5568,29.6,0,4,0,1,6,1,6,0,1,3
"8919",5830,29.7,0,4,0,1,8,1,4,0,1,6
"8920",3034,0.1,0,2,0,1,7,0,5,0,1,5
"8921",3488,0.2,0,1,0,1,5,0,1,0,1,3
"8922",7424,0.5,0,1,0,1,7,1,4,0,1,7
"8923",7697,0.6,0,3,0,1,5,1,6,0,1,0
"8924",9952,0.6,0,4,0,1,5,1,6,0,1,10
"8925",4232,1.4,0,4,0,1,8,0,8,0,1,8
"8926",7416,1.7,0,3,0,1,8,1,6,0,1,2
"8927",10518,1.7,0,2,0,1,6,1,5,0,1,9
"8928",522,2,0,2,0,1,6,0,8,0,1,9
"8929",8604,2.5,0,1,0,1,6,1,1,0,1,9
"8930",1238,2.6,0,2,0,1,5,0,1,0,1,6
"8931",8059,2.7,0,4,0,1,8,1,5,0,1,0
"8932",2365,3.1,0,3,0,1,6,0,8,0,1,1
"8933",4343,3.3,0,5,0,1,7,0,2,0,1,1
"8934",9863,3.5,0,5,0,1,7,1,6,0,1,2
"8935",1039,4.5,0,3,0,1,8,0,4,0,1,0
"8936",10266,5.5,0,2,0,1,5,1,2,0,1,7
"8937",9601,5.5,0,3,0,1,8,1,2,0,1,4
"8938",7726,6.1,0,3,0,1,7,1,3,0,1,6
"8939",72,6.4,0,5,0,1,6,0,3,0,1,2
"8940",3106,6.9,0,1,0,1,7,0,6,0,1,10
"8941",10860,6.9,0,5,0,1,5,1,1,0,1,10
"8942",2828,7.1,0,5,0,1,8,0,8,0,1,0
"8943",290,7.5,0,2,0,1,8,0,8,0,1,7
"8944",5340,7.8,0,2,0,1,7,0,3,0,1,9
"8945",7512,8,0,5,0,1,7,1,6,0,1,7
"8946",456,8.5,0,4,0,1,6,0,1,0,1,2
"8947",4704,8.8,0,1,0,1,8,0,3,0,1,7
"8948",9962,9.1,0,4,0,1,7,1,2,0,1,9
"8949",2806,9.1,0,1,0,1,5,0,6,0,1,5
"8950",1973,9.2,0,3,0,1,7,0,5,0,1,3
"8951",8566,9.4,0,3,0,1,8,1,2,0,1,4
"8952",5910,9.6,0,1,0,1,6,1,2,0,1,6
"8953",9448,10.2,0,4,0,1,5,1,4,0,1,7
"8954",5408,10.2,0,1,0,1,5,0,3,0,1,1
"8955",8838,10.2,0,1,0,1,5,1,8,0,1,5
"8956",2730,10.8,0,4,0,1,6,0,5,0,1,5
"8957",2512,11.4,0,4,0,1,6,0,2,0,1,2
"8958",10562,11.9,0,4,0,1,8,1,6,0,1,0
"8959",3880,12.4,0,1,0,1,8,0,3,0,1,1
"8960",10272,13.1,0,2,0,1,8,1,5,0,1,1
"8961",10843,13.2,0,2,0,1,5,1,7,0,1,3
"8962",4311,13.2,0,4,0,1,8,0,8,0,1,1
"8963",10060,13.8,0,2,0,1,8,1,2,0,1,8
"8964",10752,13.9,0,1,0,1,5,1,8,0,1,9
"8965",3551,14.5,0,4,0,1,8,0,8,0,1,2
"8966",10604,15.1,0,1,0,1,8,1,8,0,1,8
"8967",7038,15.1,0,4,0,1,7,1,5,0,1,6
"8968",2735,15.4,0,1,0,1,7,0,1,0,1,2
"8969",6009,15.7,0,3,0,1,8,1,7,0,1,3
"8970",8721,15.9,0,2,0,1,6,1,3,0,1,1
"8971",5523,15.9,0,2,0,1,5,1,3,0,1,0
"8972",676,16.2,0,3,0,1,8,0,7,0,1,8
"8973",3436,17.2,0,5,0,1,8,0,6,0,1,0
"8974",1228,17.5,0,4,0,1,7,0,5,0,1,5
"8975",684,17.7,0,4,0,1,6,0,7,0,1,5
"8976",3472,18.1,0,3,0,1,5,0,7,0,1,3
"8977",555,18.2,0,4,0,1,7,0,5,0,1,3
"8978",9498,19,0,5,0,1,5,1,4,0,1,6
"8979",3665,19.3,0,4,0,1,6,0,5,0,1,0
"8980",7272,19.4,0,1,0,1,5,1,3,0,1,1
"8981",2474,19.5,0,5,0,1,6,0,4,0,1,2
"8982",3030,19.6,0,2,0,1,7,0,1,0,1,0
"8983",4255,20.1,0,2,0,1,6,0,4,0,1,0
"8984",2192,20.2,0,5,0,1,8,0,4,0,1,6
"8985",9576,20.2,0,5,0,1,7,1,6,0,1,6
"8986",6162,20.6,0,5,0,1,6,1,4,0,1,9
"8987",577,20.6,0,5,0,1,8,0,7,0,1,4
"8988",10612,20.8,0,4,0,1,6,1,5,0,1,9
"8989",10366,21.1,0,4,0,1,7,1,5,0,1,4
"8990",3292,21.1,0,2,0,1,8,0,5,0,1,2
"8991",1763,21.3,0,2,0,1,8,0,1,0,1,3
"8992",823,21.6,0,4,0,1,6,0,6,0,1,1
"8993",2392,21.9,0,1,0,1,7,0,8,0,1,4
"8994",4839,22.3,0,2,0,1,6,0,3,0,1,4
"8995",2983,22.9,0,1,0,1,5,0,4,0,1,1
"8996",1314,23,0,5,0,1,5,0,8,0,1,9
"8997",7895,23.6,0,4,0,1,5,1,1,0,1,2
"8998",4723,23.6,0,3,0,1,6,0,8,0,1,3
"8999",547,23.7,0,2,0,1,8,0,7,0,1,3
"9000",6294,23.7,0,1,0,1,7,1,6,0,1,7
"9001",1662,23.9,0,1,0,1,8,0,7,0,1,5
"9002",2446,24.1,0,3,0,1,6,0,3,0,1,8
"9003",9968,24.1,0,5,0,1,7,1,7,0,1,10
"9004",4794,24.3,0,4,0,1,7,0,5,0,1,6
"9005",6389,24.8,0,4,0,1,5,1,2,0,1,2
"9006",8130,25,0,5,0,1,8,1,7,0,1,4
"9007",2548,25,0,1,0,1,8,0,2,0,1,3
"9008",7531,25.3,0,4,0,1,8,1,1,0,1,3
"9009",10122,25.4,0,4,0,1,5,1,6,0,1,2
"9010",8475,25.6,0,1,0,1,8,1,7,0,1,0
"9011",9108,25.7,0,2,0,1,8,1,2,0,1,0
"9012",7685,25.8,0,3,0,1,7,1,3,0,1,0
"9013",2674,26.2,0,5,0,1,8,0,6,0,1,6
"9014",7956,26.7,0,3,0,1,7,1,4,0,1,5
"9015",6955,26.8,0,4,0,1,6,1,8,0,1,1
"9016",2056,26.8,0,2,0,1,7,0,3,0,1,0
"9017",9242,27.5,0,3,0,1,7,1,1,0,1,0
"9018",6726,27.5,0,5,0,1,5,1,3,0,1,4
"9019",981,27.9,0,4,0,1,7,0,8,0,1,3
"9020",9317,28.1,0,5,0,1,5,1,2,0,1,0
"9021",10115,28.2,0,2,0,1,5,1,4,0,1,2
"9022",7999,28.5,0,3,0,1,8,1,4,0,1,0
"9023",5942,28.9,0,1,0,1,7,1,2,0,1,3
"9024",1733,28.9,0,4,0,1,6,0,3,0,1,3
"9025",10274,29,0,2,0,1,7,1,4,0,1,2
"9026",271,29.7,0,1,0,1,8,0,8,0,1,2
"9027",4376,0.3,0,2,0,1,5,0,2,0,1,4
"9028",20,0.5,0,3,0,1,8,0,5,0,1,8
"9029",65,0.5,0,2,0,1,6,0,6,0,1,0
"9030",6231,0.7,0,3,0,1,7,1,8,0,1,4
"9031",7556,0.9,0,3,0,1,7,1,2,0,1,0
"9032",1902,1.3,0,2,0,1,6,0,7,0,1,9
"9033",168,1.4,0,2,0,1,7,0,8,0,1,2
"9034",3342,1.7,0,3,0,1,5,0,6,0,1,9
"9035",2044,2.5,0,3,0,1,6,0,6,0,1,2
"9036",10222,2.5,0,1,0,1,8,1,7,0,1,10
"9037",2994,2.9,0,3,0,1,7,0,2,0,1,5
"9038",7095,3.3,0,4,0,1,6,1,3,0,1,4
"9039",4428,3.5,0,5,0,1,8,0,2,0,1,4
"9040",5638,3.8,0,5,0,1,8,1,2,0,1,2
"9041",7876,4.2,0,1,0,1,7,1,2,0,1,0
"9042",4832,4.2,0,4,0,1,5,0,1,0,1,0
"9043",7252,4.2,0,5,0,1,5,1,5,0,1,4
"9044",10349,4.5,0,5,0,1,7,1,5,0,1,0
"9045",10084,4.7,0,5,0,1,6,1,3,0,1,3
"9046",9468,5.1,0,4,0,1,6,1,5,0,1,0
"9047",9778,5.5,0,5,0,1,7,1,7,0,1,0
"9048",1785,6.2,0,3,0,1,5,0,1,0,1,2
"9049",8006,6.3,0,1,0,1,6,1,3,0,1,6
"9050",27,6.5,0,1,0,1,5,0,6,0,1,4
"9051",6416,6.5,0,2,0,1,7,1,3,0,1,2
"9052",4558,6.7,0,1,0,1,8,0,7,0,1,10
"9053",4596,6.7,0,2,0,1,8,0,5,0,1,5
"9054",1732,7.1,0,5,0,1,8,0,8,0,1,6
